Id,IsDeleted,AccountId,IsPrivate,Name,Description,StageName,StageSortOrder,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastStageChangeDate,FiscalYear,FiscalQuarter,PrimaryPartnerAccountId,SyncedQuoteId,ContractId,Budget_Confirmed__c,Discovery_Completed__c,ROI_Analysis_Completed__c,LID__LinkedIn_Company_Id__c,Loss_Reason__c,Referral_Partner_Company__c,Referral_Partner_Contact__c,Stage_Moved_to_POC__c,GCLID__c,Are_you_familiar_with_Graph_db_O__c,Competitor_Notes_O__c,Contacts_Role_o__c,Do_you_have_a_timeline__c,How_do_you_want_to_deploy_o__c,Interest_Notes_o__c,Interest_Score_o__c,Role_Score_o__c,SQL_SCORE_o__c,Timeline_Score_o__c,Title_Rank__c,Title_Score_o__c,Use_Graph_Score_o__c,What_s_your_interest_in_TigerGraph__c,What_capabilities_are_you_looking_for_o__c
0061R00000kmbmLQAQ,0,0011R00001z1yJBQAY,0,VRG Corporation,When will TG have a hosted service and what will be included in those services and at what price?,Qualification,1,,10,,,2019-02-12,New Business,,Other,0,0,Pipeline,Pipeline,000000000000000AAA,,,0053600000D5bx4AAB,2018-10-30,0053600000D5bx4AAB,2018-11-04,0053600000D5bx4AAB,11/12/18 23:44,2018-11-12,,2019,1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,Interested in fully managed service on AWS.  Do not want to do any infrastructure management alone.  Taking advantage of AWS's multiple services to run their early-stage company.
0061R00000kmbmQQAQ,0,0011R00001z1yJQQAY,0,VRG Corporation,Response back from EE download - developer in Slovinia,Closed Lost,7,20000,0,0,,2018-11-08,New Business,,Website,1,0,Omitted,Omitted,Free-Trial,,,0053600000D5bx4AAB,2018-10-30,0053600000D5bx4AAB,2018-11-08,0053600000D5bx4AAB,11/8/18 21:31,2018-11-08,2018-11-08,2018,4,,,,0,0,0,,Other,,,,,Yes_5;Neo4J;Neptune,A small group of scientists within CST use Neo4j in conjunction with ML. Cameron has an instance of Neptune that he's evaluating and they are in talks with Neo4j to do a POC for a competitive look-up use case.,Evaluator_5;Access to sponsor_5,ASAP to 6 mos_10,AWS,Use Cases: Competitive Look-up (marketing) and Current Customer Social Graph Analysis (new market identification),10,10,38,10,Analyst_Data Scientist_3,3,5,Project_10,
0061R00000kmbmVQAQ,0,0013600001xlrrMAAQ,0,VRG Corporation,Waiting for Docker support to start using Developer Edition,POC,3,30000,50,15000,,2018-12-11,New Business,,Employee Referral,0,0,Pipeline,Pipeline,70136000000lqzPAAQ,,,0053600000D5bx4AAB,2018-10-30,0053600000D5bx4AAB,2018-11-12,0053600000D5bx4AAB,11/12/18 22:28,,2018-10-30,2018,4,,,,0,0,0,,,,,2018-10-30,,,,,,,,,,,,,,,,
0061R00000kmcwEQAQ,0,0011R00001z0mlYQAQ,0,VRG Corporation,,Qualification,1,50000,10,5000,,2019-03-31,New Business,,Sales Activity,0,0,Pipeline,Pipeline,000000000000000AAA,,,0053600000D5c3CAAR,2018-10-30,0053600000D5c3CAAR,2018-11-09,0053600000D5c3CAAR,11/9/18 11:19,,,2019,1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0061R00000kme5FQAQ,0,0011R00001z18O5QAI,0,VRG Corporation,,Needs Analysis,2,20000,20,4000,,2018-12-21,New Business,,Employee Referral,0,0,Pipeline,Pipeline,000000000000000AAA,,,0053600000D5bx4AAB,2018-10-30,0053600000D5bx4AAB,2018-11-08,00536000006DZLrAAO,11/13/18 19:52,2018-11-13,2018-11-08,2018,4,,,,0,0,0,,,0011R00001z18O5QAI,,,,,,,,,,,,,,,,,,
0061R00000kmjewQAA,0,0013600001uNHIpAAO,0,VRG Corporation,,Needs Analysis,2,75000,20,15000,,2019-01-15,New Business,,Sales Activity,0,0,Pipeline,Pipeline,000000000000000AAA,,,0053600000D5c3CAAR,2018-10-31,0053600000D5c3CAAR,2018-11-12,0053600000D5c3CAAR,11/12/18 3:10,,2018-11-12,2019,1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0061R00000kmkvWQAQ,0,0011R00001z2FSEQA2,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Website - Content Download,0,0,Pipeline,Pipeline,70136000000lqzPAAQ,,,0053600000D6H6NAAV,2018-10-31,0053600000D6H6NAAV,2018-10-31,0053600000D6H6NAAV,10/31/18 12:51,2018-10-27,,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0061R00000knGQyQAM,0,0013600001vOwYyAAK,0,VRG Corporation,,Qualification,1,80000,10,8000,,2019-07-31,New Business,,Sales Activity,0,0,Pipeline,Pipeline,000000000000000AAA,,,0053600000D5c3CAAR,2018-11-04,0053600000D5c3CAAR,2018-11-09,0053600000D5c3CAAR,11/9/18 11:16,,,2019,3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0061R00000knjsOQAQ,0,0011R00001z1IMjQAM,0,VRG Corporation,"scale and performance issues on Neo, knowledge graph use case.",POC,3,,50,,,2018-12-28,New Business,onsite meeting nov 8,Partner,0,0,Pipeline,Pipeline,000000000000000AAA,,,0051R00000EUebZQAT,2018-11-08,00536000006CbBOAA0,2018-11-08,00536000006CbBOAA0,11/8/18 8:39,,,2018,4,,,,0,0,0,,,,,2018-11-08,,,,,,,,,,,,,,,,
0061R00000knmHhQAI,0,0013600001c8UBLAA2,0,VRG Corporation,SCry analytics and TigerGraph Providing Professional Services to Optum/UHG.,Closed Won,6,50000,100,50000,,2018-11-08,New Business,,,1,1,Closed,Closed,000000000000000AAA,,,00536000008H3MsAAK,2018-11-08,00536000008H3MsAAK,2018-11-08,00536000008H3MsAAK,11/8/18 14:05,,,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0061R00000knqOqQAI,0,0011R0000203nDKQAY,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Website - Content Download,0,0,Pipeline,Pipeline,Free-Trial,,,0053600000D5mROAAZ,2018-11-08,0053600000D5bx4AAB,2018-11-08,0053600000D5bx4AAB,11/8/18 21:45,2018-11-06,,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,Analyst_Data Scientist_3,3,,,
0061R00000knwT0QAI,0,0011R0000206L4LQAU,0,VRG Corporation,,Qualification,1,10000,10,1000,,2018-12-20,New Business,,Other,0,0,Pipeline,Pipeline,000000000000000AAA,,,0053600000D5bx4AAB,2018-11-09,0053600000D5bx4AAB,2018-11-11,0053600000D5bx4AAB,11/11/18 16:13,,,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0061R00000ko6s5QAA,0,0011R000020HmpKQAS,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Sales Rep Prospecting,0,0,Pipeline,Pipeline,000000000000000AAA,,,0053600000D5bx4AAB,2018-11-12,0053600000D5bx4AAB,2018-11-12,0053600000D5bx4AAB,11/12/18 21:57,2018-11-12,,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0061R00000ko6sFQAQ,0,0011R000020HmpPQAS,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,TestDrive,0,0,Pipeline,Pipeline,Benchmark-Report,,,00536000008H3MsAAK,2018-11-12,0053600000D5bx4AAB,2018-11-12,0053600000D5bx4AAB,11/12/18 21:57,2018-11-12,,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0061R00000koJaBQAU,0,0011R00001z18O5QAI,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Website-Free Trial,0,0,Pipeline,Pipeline,Free-Trial,,,0053600000D5bx4AAB,2018-11-14,0053600000D5bx4AAB,2018-11-14,0053600000D5bx4AAB,11/14/18 17:31,2018-11-14,,2018,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
0061R00000koKbrQAE,0,0011R000020QPPSQA4,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Website-Developer Edition,0,0,Pipeline,Pipeline,70136000000m1FWAAY,,,0053600000D6H6NAAV,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000008Ge5aAAC,11/14/18 19:10,2018-11-13,,2018,4,,,,0,0,0,,,,,,,Yes_5,in-house solution,Evaluator_5;Access to sponsor_5,,,Always looking for more flexibility and speed,9,10,27,0,Analyst_Data Scientist_3,3,5,Just researching_2;Current solution issues_7,"Scale, fast loading and query speed, advanced analytics, security (NSA, very important)."
0061R00000koKftQAE,0,0013600000FSyaDAAT,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Field Event,0,0,Pipeline,Pipeline,70136000000m1FWAAY,,,00536000006DdI0AAK,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000008Ge5aAAC,11/14/18 19:15,2018-10-04,,2018,4,,,,0,0,0,,,,,,,Yes_5;Neo4J,"Relatively new to graph, Manish is familiar with Neo4j but they are not currently using it.",Evaluator_5;Access to sponsor_5,,,"Manish?s team oversees machine learning for risk management across AMEX, interested in how graph can benefit fraud detection.",5,10,27,0,VP_EVP_SVP_7,7,5,Initiative_5;Fraud,
0061R00000lQ64XQAS,0,0011R000020QS1kQAG,0,VRG Corporation,,Qualification,1,,10,,,2018-12-19,New Business,,Website - Contact Us,0,0,Pipeline,Pipeline,701360000011bW1AAI,,,0053600000D5bx4AAB,2018-11-14,00536000008Ge5aAAC,2018-11-14,0053600000D5bx4AAB,11/14/18 21:11,2018-09-18,,2018,4,,,,0,0,0,,,,,,,Yes_5;Neo4J,Has downloaded Neo4j?s open source platform and played around with it.,Evaluator_5;Sponsor_10,6 mos to 9 mos_7,,They are building a product and are currently evaluating technology to meet their requirements,10,15,40,7,Analyst_Data Scientist_3,3,5,Project_10,
0061R00000lQ65uQAC,0,0011R000020QSUHQA4,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Field Event,0,0,Pipeline,Pipeline,70136000000m30WAAQ,,,00536000006DdI0AAK,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000006DZLrAAO,11/14/18 19:29,2018-10-01,,2018,4,,,,0,0,0,,,,,,,Yes_5,Uses AllegroGraph (RDF),Evaluator_5;Access to sponsor_5,ASAP to 6 mos_10,AWS,"Want to use AllegroGraph and a GDBMS for AI. When asked about when they would like to deploy he said, 'yesterday.'",5,15,40,10,Director_5,5,5,Initiative_5,Speed and scale are important.
0061R00000lQ6KdQAK,0,0013600000FSyaDAAT,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Trade Show,0,0,Pipeline,Pipeline,70136000000m452AAA,,,00536000006DdI0AAK,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000008Ge5aAAC,11/14/18 19:41,2018-11-14,,2018,4,,,,0,0,0,,,,,,,Yes_5;Neo4J,Also interested in DGraph. Mentioned that AMEX uses Neo4j.,Evaluator_5;Access to sponsor_5,,,Working on an MDM project and mentioned a risk use case.,10,10,28,0,Analyst_Data Scientist_3,3,5,Project_10;Risk,Hi concurrency and scalability.
0061R00000lQ6NhQAK,0,0011R000020QVUPQA4,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Trade Show,0,0,Pipeline,Pipeline,70136000000m452AAA,,,00536000008H3MsAAK,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000006DZLrAAO,11/14/18 19:52,2018-11-06,,2018,4,,,,0,0,0,,,,,,,Yes_5;Neptune,Currently exploring Neptune,Evaluator_5;Access to sponsor_5,,,Wants to build an ID graph to track individual user accounts across multiple devices to provide user personalization,5,10,23,0,Analyst_Data Scientist_3,3,5,Initiative_5,
0061R00000lQ6TQQA0,0,0011R000020QWmJQAW,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Trade Show,0,0,Pipeline,Pipeline,70136000000m452AAA,,,0053600000D6H6NAAV,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000008Ge5aAAC,11/14/18 19:53,2018-10-18,,2018,4,,,,0,0,0,,,,,,,Yes_5,In the process of evaluating other graph solutions,Sponsor_10,9 mos to 12 mos_5,,Customer 360 use case that will include machine learning and AI models,10,10,37,5,VP_EVP_SVP_7,7,5,Project_10,
0061R00000lQ6UxQAK,0,0013600000JRBU6AAP,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Trade Show,0,0,Pipeline,Pipeline,70136000000m452AAA,,,00536000008Ge5aAAC,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000008Ge5aAAC,11/14/18 19:55,2018-10-18,,2018,4,,,,0,0,0,,,,,,,Yes_5,Have looked at Neo4j,Sponsor_10,,,Focus is on risk associated with counter parties.,5,10,27,,VP_EVP_SVP_7,7,5,Initiative_5,
0061R00000lQ6buQAC,0,0011R000020QXsuQAG,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Website - Content Download,0,0,Pipeline,Pipeline,70136000000lpwoAAA,,,00536000008H3MsAAK,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000008Ge5aAAC,11/14/18 20:02,2018-10-15,,2018,4,,,,0,0,0,,,,,,,Yes_5;Neo4J,Have looked at Neo4j but they we're economical.,Evaluator_5;Access to sponsor_5,6 mos to 9 mos_7,,"Use Cases of interest: Network Management, Fraud, and Recommendations",5,10,30,7,Manager_3,3,5,Initiative_5,
0061R00000lQ7GpQAK,0,0011R000020QbDYQA0,0,VRG Corporation,,Qualification,1,,10,,,2018-12-19,New Business,,Website - Chat,0,0,Pipeline,Pipeline,000000000000000AAA,,,0053600000D5bx4AAB,2018-11-14,00536000008Ge5aAAC,2018-11-14,0053600000D5bx4AAB,11/14/18 21:33,2018-11-14,,2018,4,,,,0,0,0,,,,,,,Yes_5,Familiar with us but has just started his graph journey,Evaluator_5;Sponsor_10,ASAP to 6 mos_10,,"Looking for a better way to train neural networks, have been using SQL Databases",10,15,50,10,CxO_10,10,5,Project_10,
0061R00000lQ7J5QAK,0,0011R000020QbFeQAK,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Trade Show,0,0,Pipeline,Pipeline,701360000008W1WAAU,,,00536000008H3MsAAK,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000008Ge5aAAC,11/14/18 20:27,2018-11-13,,2018,4,,,,0,0,0,,,,,,,Yes_5;Neo4J,Have been evaluating Neo4j and SparkX,Evaluator_5;Access to sponsor_5,12 mos_3,AWS,"Need a distributed high performing graph platform for nested relationship use case: IAM, Network-User Behavior",15,10,36,3,Analyst_Data Scientist_3,3,5,Initiative_5;Has requirements_10,Distribution and high performance
0061R00000lQ7LzQAK,0,0011R00001z2CdqQAE,0,VRG Corporation,,Qualification,1,,10,,,2018-12-31,,,Website - Contact Us,0,0,Pipeline,Pipeline,701360000011bW1AAI,,,00536000006CbBOAA0,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000008Ge5aAAC,11/14/18 20:31,2018-11-13,,2018,4,,,,0,0,0,,,,,,,Yes_5;Neo4J;Neptune;DataStax,Business group used to sell a graph product but the business failed,Sponsor_10,ASAP to 6 mos_10,,"They have a hole in their portfolio when it comes to graph, have customers with a need for graph",12,10,47,10,CxO_10,10,5,Just researching_2;Project_10,
0061R00000lQ7T8QAK,0,0013600001XU8r3AAD,0,VRG Corporation,,Qualification,1,,10,,,2018-10-22,New Business,,Trade Show,0,0,Pipeline,Pipeline,Test-Drive,,,0053600000D6H6NAAV,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000006DZLrAAO,11/14/18 20:46,,,2018,4,,,,0,0,0,,,,,,,Yes_5;Neo4J,Looking at SAP Graph and Neo4j,Evaluator_5;Access to sponsor_5,ASAP to 6 mos_10,,Use Case: BOM/Supply Chain Analysis,10,10,38,10,Analyst_Data Scientist_3,3,5,Project_10,
0061R00000lQ7XPQA0,0,0011R00001z1yGbQAI,0,VRG Corporation,,Qualification,1,,10,,,2018-10-17,New Business,,Website - Contact Us,0,0,Pipeline,Pipeline,701360000011bW1AAI,,,0053600000D5bx4AAB,2018-11-14,00536000008Ge5aAAC,2018-11-14,00536000006DZLrAAO,11/14/18 20:56,,,2018,4,,,,0,0,0,,,,,,,Yes_5,"We're the first vendor they are speaking with, they are scheduled to speak with other vendors as well",Evaluator_5;Access to sponsor_5,ASAP to 6 mos_10,,Looking at graph for predictive marketing and recommendations,10,10,,10,Director_5,5,5,Project_10,
00636000005fY4BAAU,0,0013600000FSw0FAAT,0,VRG Corporation,,Closed Won,8,23000,100,23000,,2016-03-25,New Business,,,1,1,Closed,Closed,000000000000000AAA,,,00536000006CbBOAA0,2016-04-10,00536000001fP03AAE,2018-09-28,00536000006DZLrAAO,9/28/18 0:03,,,2016,1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fY4QAAU,0,0013600000FSw18AAD,0,VRG Corporation,,Closed Won,6,33000,100,33000,,2016-03-25,New Business,,,1,1,Closed,Closed,000000000000000AAA,,,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,2018-09-28,00536000006DZLrAAO,9/28/18 0:12,,,2016,1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fYCcAAM,0,0013600001rz9wMAAQ,0,VRG Corporation,,Closed Lost,7,60000,0,0,,2016-06-30,New Business,Waitning for their NDA. working on proposal,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,2018-10-18,00536000006DZLrAAO,10/18/18 21:21,,2018-08-27,2016,2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fYChAAM,0,0013600000FSw4aAAD,0,VRG Corporation,,Qualification,1,60000,10,6000,,2016-06-30,New Business,,,0,0,Pipeline,Pipeline,000000000000000AAA,,,005360000021cr2AAA,2016-04-10,00536000001fP03AAE,2018-05-01,00536000006DZLrAAO,5/2/18 11:01,2016-05-12,,2016,2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fYJ9AAM,0,0013600000FSw6aAAD,0,VRG Corporation,,Closed Lost,7,60000,0,0,,2016-06-30,New Business,,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001f53BAAQ,2016-04-10,00536000001fP03AAE,2018-08-27,00536000006CbBOAA0,8/27/18 21:51,,2018-08-27,2016,2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fYLLAA2,0,0013600000JRBVcAAP,0,VRG Corporation,,Closed Lost,7,60000,0,0,,2016-12-16,New Business,,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,2018-09-28,00536000006DZLrAAO,9/28/18 0:10,,2018-08-27,2016,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fYLkAAM,0,0013600000FSw8bAAD,0,VRG Corporation,,Closed Lost,7,60000,0,0,,2016-12-16,New Business,Discuss with Ken's team to define a pilot later in June,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,2018-08-27,00536000006CbBOAA0,8/27/18 21:48,,2018-08-27,2016,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fYRgAAM,0,0013600000FSwB9AAL,0,VRG Corporation,,Closed Lost,7,200000,0,0,,2016-09-29,New Business,,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,2018-09-28,00536000006DZLrAAO,9/28/18 0:07,,2018-08-27,2016,3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fYnOAAU,0,0013600000FSxEcAAL,0,VRG Corporation,,Contacted,2,60000,10,6000,,2016-12-16,New Business,,,0,0,Pipeline,Pipeline,000000000000000AAA,,,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,10/9/17 21:40,,,2016,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005facpAAA,0,0013600000FSyacAAD,0,VRG Corporation,,Closed Lost,7,60000,0,0,,2016-12-16,New Business,,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,2018-08-27,00536000006CbBOAA0,8/27/18 21:44,,2018-08-27,2016,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
00636000005fafnAAA,0,0013600000FSyc0AAD,0,VRG Corporation,,Closed Lost,9,60000,0,0,,2016-12-16,New Business,Waiting for confirming the meeting with Godfrey,,1,0,Omitted,Omitted,000000000000000AAA,,,00536000001fP03AAE,2016-04-10,00536000001fP03AAE,2018-09-28,00536000006DZLrAAO,9/28/18 0:09,,2017-11-03,2016,4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
